sich keinen Begriff von etwas machen	6	A4	redewendung
jedem Zugriff entschlüpfen	6	A4	redewendung
jemandem den Boden unter den Füßen wegziehen	6	A4	redewendung
eine Zumutung sein	7	A6	redewendung
jeglicher Logik entbehren	7	A6	redewendung
sich einer Herausforderung stellen	7	A6	redewendung
den Überblick behalten	7	A6	redewendung
es mit etwas zu tun haben	7	A6	redewendung
von etwas ganz zu schweigen	7	A6	redewendung
dankend ablehnen	7	A6	redewendung
zur Tat schreiten	7	A6	redewendung
sich mit etwas nicht zufriedengeben	7	A6	redewendung
Vorteile auf seiner Seite haben	7	A6	redewendung
sich mit etwas auseinandersetzen	7	A6	redewendung
einer Auffassung entgegentreten	7	A6	redewendung
jemanden nicht loslassen	7	A6	redewendung
etwas in Betracht ziehen	8	A7	redewendung
eine Wahl treffen	8	A7	redewendung
Anstoß an etwas nehmen	8	A7	redewendung
außer Zweifel stehen	8	A7	redewendung
etwas unter Beweis stellen	8	A7	redewendung
Kommunikation bildet Gesellschaften und hält sie zusammen.	11	A14	satz
Zudem ist korrekte Sprachanwendung keineswegs ein Garant für erfolgreiche Kommunikation.	11	A14	satz
auf etwas zurückzuführen sein	12	A14	redewendung
Voraussetzungen mitbringen	12	A14	redewendung
ein zutreffendes Bild von jemandem anfertigen	12	A14	redewendung
etwas setzt die Bereitschaft voraus, etwas zu tun	12	A14	redewendung
Klippen und Untiefen umschiffen	12	A14c	redewendung
einer Schätzung zufolge	12	A14c	redewendung
auf etwas beruhen	12	A14c	redewendung
eine vorgefasste Meinung haben	13	A15	redewendung
Vorurteile hegen	13	A15	redewendung
eine gemeinsame Sprache finden	13	A15	redewendung
aufeinander eingehen	13	A15	redewendung
an jemandem oder etwas liegen	13	A15	redewendung
die Milliardenmarke knacken	13	A17	redewendung
etwas über Bord werfen	13	A17	redewendung
etwas unter die Lupe nehmen	13	A17	redewendung
ein Eigenleben führen	13	A17	redewendung
etwas ist einer Ursache geschuldet	14	A17	redewendung
von etwas kann keine Rede sein	14	A17	redewendung
Konventionen neu aushandeln	14	A17	redewendung
sich als jemand ausweisen	14	A17	redewendung
eine Rolle spielen	14	A17	redewendung
zwischen etwas hin und her wechseln	14	A17	redewendung
viel Fingerspitzengefühl erfordern	14	A17	redewendung
etwas treibt jemanden um	14	A17	redewendung
als Aushängeschild dienen	14	A17	redewendung
Wert auf etwas legen	14	A17	redewendung
es bis in den Duden schaffen	14	A17	redewendung
in die Medien überschwappen	14	A17	redewendung
sich von selbst erledigen	14	A17	redewendung
jemanden auf etwas aufmerksam machen	14	A17	redewendung
etwas einer Untersuchung unterziehen	16	A18	redewendung
ein Fazit ziehen	16	A18	redewendung
Anlass zur Sorge geben	16	A18	redewendung
etwas zur Sprache bringen	16	A19	redewendung
Jemandem verschlägt es die Sprache.	16	A19	redewendung
jemandem aus der Seele sprechen	16	A19	redewendung
mit der Sprache herausrücken	16	A19	redewendung
ein Machtwort sprechen	16	A19	redewendung
mit sich reden lassen	16	A19	redewendung
mit Händen und Füßen reden	16	A19	redewendung
leicht reden haben	16	A19	redewendung
hochgestochen sprechen	16	A19	redewendung
ohne Punkt und Komma reden	16	A19	redewendung
frei von der Leber weg sprechen	16	A19	redewendung
von jemandem oder etwas in den höchsten Tönen sprechen	16	A19	redewendung
Das Gesicht von jemandem spricht Bände.	16	A19	redewendung
auf jemanden nicht gut zu sprechen sein	16	A19	redewendung
den Blick auf etwas lenken	17	A21	redewendung
deutlich vorne liegen	17	A21	redewendung
einen Platz belegen	17	A21	redewendung
eine Position festigen	17	A21	redewendung
weit abgeschlagen rangieren	17	A21	redewendung
ein Gegengewicht zu etwas schaffen	18	A22	redewendung
ein zahnloser Tiger sein	18	A22	redewendung
zu etwas Stellung nehmen	18	A23	redewendung
Vorwürfe gegen jemanden erheben	19	A25	redewendung
sich als haltlos erweisen	19	A25	redewendung
sich einer Untersuchung unterziehen	19	A25	redewendung
unter Drogen stehen	19	A25	redewendung
die Kontrolle über etwas verlieren	19	A25	redewendung
den Umständen entsprechend	19	A25	redewendung
sich keiner Schuld bewusst sein	20	A26	redewendung
Schaden von jemandem oder etwas abwenden	20	A26	redewendung
sein Amt zur Verfügung stellen	20	A26	redewendung
Kräfte bündeln	20	A26	redewendung
